game_id,turn,throws,human_soldiers,agent,agent_soldiers,soldier_set_match,strict_match,first_match,jaccard
AhmadG2,25,"1,2",B7,GA-Expert,"A2,A3",0,0,0,0.0
AhmadG2,25,"1,2",B7,GA-Original,"A3,B7",0,0,0,0.5
AhmadG2,25,"1,2",B7,Random,"A7,B6",0,0,0,0.0
AhmadG2,27,2,A2,TLE,A3,0,0,0,0.0
AhmadG2,27,2,A2,TLA-S,A3,0,0,0,0.0
AhmadG2,27,2,A2,LOOK,A3,0,0,0,0.0
AhmadG2,27,2,A2,LOOK-no-enum,A3,0,0,0,0.0
AhmadG2,27,2,A2,LOOK-no-LA,B6,0,0,0,0.0
AhmadG2,27,2,A2,PSA,B6,0,0,0,0.0
AhmadG2,27,2,A2,GA-Expert,B6,0,0,0,0.0
AhmadG2,27,2,A2,GA-Original,A3,0,0,0,0.0
AhmadG2,27,2,A2,Random,B6,0,0,0,0.0
AhmadG2,29,"6,3",B1,TLE,"B1,B6",0,0,1,0.5
AhmadG2,29,"6,3",B1,TLA-S,"B1,B6",0,0,1,0.5
AhmadG2,29,"6,3",B1,LOOK,"B1,B6",0,0,1,0.5
AhmadG2,29,"6,3",B1,LOOK-no-enum,"B1,B6",0,0,1,0.5
AhmadG2,29,"6,3",B1,LOOK-no-LA,"B1,B6",0,0,1,0.5
AhmadG2,29,"6,3",B1,PSA,"B1,B6",0,0,1,0.5
AhmadG2,29,"6,3",B1,GA-Expert,"B1,B6",0,0,1,0.5
AhmadG2,29,"6,3",B1,GA-Original,"B1,B6",0,0,1,0.5
AhmadG2,29,"6,3",B1,Random,"B1,B6",0,0,1,0.5
AhmadG2,31,"1,4,2","A7,C7",TLE,"A7,C7",1,1,1,1.0
AhmadG2,31,"1,4,2","A7,C7",TLA-S,"A3,C7",0,0,0,0.333
AhmadG2,31,"1,4,2","A7,C7",LOOK,"A3,C7",0,0,0,0.333
AhmadG2,31,"1,4,2","A7,C7",LOOK-no-enum,A3,0,0,0,0.0
AhmadG2,31,"1,4,2","A7,C7",LOOK-no-LA,A3,0,0,0,0.0
AhmadG2,31,"1,4,2","A7,C7",PSA,"B6,C7",0,0,0,0.333
AhmadG2,31,"1,4,2","A7,C7",GA-Expert,"A3,C7",0,0,0,0.333
AhmadG2,31,"1,4,2","A7,C7",GA-Original,A3,0,0,0,0.0
AhmadG2,31,"1,4,2","A7,C7",Random,"A3,A7",0,0,0,0.333
AhmadG2,33,2,A3,TLE,A6,0,0,0,0.0
AhmadG2,33,2,A3,TLA-S,A6,0,0,0,0.0
AhmadG2,33,2,A3,LOOK,C1,0,0,0,0.0
AhmadG2,33,2,A3,LOOK-no-enum,A3,1,1,1,1.0
AhmadG2,33,2,A3,LOOK-no-LA,C1,0,0,0,0.0
AhmadG2,33,2,A3,PSA,A6,0,0,0,0.0
AhmadG2,33,2,A3,GA-Expert,B6,0,0,0,0.0
AhmadG2,33,2,A3,GA-Original,A6,0,0,0,0.0
AhmadG2,33,2,A3,Random,B6,0,0,0,0.0
AhmadG2,35,"1,1,3","A8,B6,C1",TLE,"A8,B6,C1",1,1,1,1.0
AhmadG2,35,"1,1,3","A8,B6,C1",TLA-S,"A8,B6,C1",1,1,1,1.0
AhmadG2,35,"1,1,3","A8,B6,C1",LOOK,"A8,B6,C1",1,1,1,1.0
AhmadG2,35,"1,1,3","A8,B6,C1",LOOK-no-enum,"A8,B6,C1",1,1,1,1.0
AhmadG2,35,"1,1,3","A8,B6,C1",LOOK-no-LA,"A8,B6,C1",1,1,1,1.0
AhmadG2,35,"1,1,3","A8,B6,C1",PSA,B6,0,0,0,0.333
AhmadG2,35,"1,1,3","A8,B6,C1",GA-Expert,"A8,B6,C1",1,1,1,1.0
AhmadG2,35,"1,1,3","A8,B6,C1",GA-Original,"A8,B6,C1",1,1,1,1.0
AhmadG2,35,"1,1,3","A8,B6,C1",Random,"A1,C1",0,0,0,0.25
AhmadG2,37,"4,2","A6,C8",TLE,"A7,C8",0,0,0,0.333
AhmadG2,37,"4,2","A6,C8",TLA-S,"A7,C8",0,0,0,0.333
AhmadG2,37,"4,2","A6,C8",LOOK,"A7,C8",0,0,0,0.333
AhmadG2,37,"4,2","A6,C8",LOOK-no-enum,"A6,C8",1,1,1,1.0
AhmadG2,37,"4,2","A6,C8",LOOK-no-LA,"A7,C8",0,0,0,0.333
AhmadG2,37,"4,2","A6,C8",PSA,"A6,C8",1,1,1,1.0
AhmadG2,37,"4,2","A6,C8",GA-Expert,"A6,A7",0,0,1,0.333
AhmadG2,37,"4,2","A6,C8",GA-Original,"A6,C8",1,0,1,1.0
AhmadG2,37,"4,2","A6,C8",Random,"A1,A7",0,0,0,0.0
AhmadG2,39,3,A1,TLE,A7,0,0,0,0.0
AhmadG2,39,3,A1,TLA-S,A7,0,0,0,0.0
AhmadG2,39,3,A1,LOOK,A7,0,0,0,0.0
AhmadG2,39,3,A1,LOOK-no-enum,A7,0,0,0,0.0
AhmadG2,39,3,A1,LOOK-no-LA,A1,1,1,1,1.0
AhmadG2,39,3,A1,PSA,C4,0,0,0,0.0
AhmadG2,39,3,A1,GA-Expert,A1,1,1,1,1.0
AhmadG2,39,3,A1,GA-Original,A1,1,1,1,1.0
AhmadG2,39,3,A1,Random,C4,0,0,0,0.0
AhmadG2,41,"1,1,1,2","B3,C4",TLE,"B3,C4",1,0,1,1.0
AhmadG2,41,"1,1,1,2","B3,C4",TLA-S,"B3,C4",1,0,1,1.0
AhmadG2,41,"1,1,1,2","B3,C4",LOOK,C4,0,0,0,0.5
AhmadG2,41,"1,1,1,2","B3,C4",LOOK-no-enum,C4,0,0,0,0.5
AhmadG2,41,"1,1,1,2","B3,C4",LOOK-no-LA,C4,0,0,0,0.5
AhmadG2,41,"1,1,1,2","B3,C4",PSA,C4,0,0,0,0.5
AhmadG2,41,"1,1,1,2","B3,C4",GA-Expert,"A7,B3,C4",0,0,0,0.667
AhmadG2,41,"1,1,1,2","B3,C4",GA-Original,"B3,C4",1,0,1,1.0
AhmadG2,41,"1,1,1,2","B3,C4",Random,"B3,C4",1,0,1,1.0
AhmadG2,43,"1,3",B7,TLE,B7,1,1,1,1.0
AhmadG2,43,"1,3",B7,TLA-S,B7,1,1,1,1.0
AhmadG2,43,"1,3",B7,LOOK,B7,1,1,1,1.0
AhmadG2,43,"1,3",B7,LOOK-no-enum,B7,1,1,1,1.0
AhmadG2,43,"1,3",B7,LOOK-no-LA,B7,1,1,1,1.0
AhmadG2,43,"1,3",B7,PSA,B7,1,1,1,1.0
AhmadG2,43,"1,3",B7,GA-Expert,B7,1,1,1,1.0
AhmadG2,43,"1,3",B7,GA-Original,B7,1,1,1,1.0
AhmadG2,43,"1,3",B7,Random,"B3,B7",0,0,0,0.5
AhmadG2,45,"1,2","C3,C6",TLE,"B3,C6",0,0,0,0.333
AhmadG2,45,"1,2","C3,C6",TLA-S,"B3,C6",0,0,0,0.333
AhmadG2,45,"1,2","C3,C6",LOOK,"B3,C6",0,0,0,0.333
AhmadG2,45,"1,2","C3,C6",LOOK-no-enum,"A4,C6",0,0,0,0.333
AhmadG2,45,"1,2","C3,C6",LOOK-no-LA,"C3,C6",1,0,1,1.0
AhmadG2,45,"1,2","C3,C6",PSA,C3,0,0,1,0.5
AhmadG2,45,"1,2","C3,C6",GA-Expert,"B3,C3",0,0,0,0.333
AhmadG2,45,"1,2","C3,C6",GA-Original,"A4,C3",0,0,0,0.333
AhmadG2,45,"1,2","C3,C6",Random,"B3,C3",0,0,0,0.333
AhmadG2,47,3,B3,TLE,C2,0,0,0,0.0
AhmadG2,47,3,B3,TLA-S,C2,0,0,0,0.0
AhmadG2,47,3,B3,LOOK,C2,0,0,0,0.0
AhmadG2,47,3,B3,LOOK-no-enum,C2,0,0,0,0.0
AhmadG2,47,3,B3,LOOK-no-LA,C2,0,0,0,0.0
AhmadG2,47,3,B3,PSA,C2,0,0,0,0.0
AhmadG2,47,3,B3,GA-Expert,C2,0,0,0,0.0
AhmadG2,47,3,B3,GA-Original,C2,0,0,0,0.0
AhmadG2,47,3,B3,Random,C4,0,0,0,0.0
AhmadG2,49,"1,4,6,3",B6,TLE,"B6,C4",0,0,1,0.5
AhmadG2,49,"1,4,6,3",B6,TLA-S,"B6,C4",0,0,1,0.5
AhmadG2,49,"1,4,6,3",B6,LOOK,"B6,C4",0,0,1,0.5
AhmadG2,49,"1,4,6,3",B6,LOOK-no-enum,"B6,C2,C4",0,0,1,0.333
AhmadG2,49,"1,4,6,3",B6,LOOK-no-LA,"B6,C2,C4",0,0,1,0.333
AhmadG2,49,"1,4,6,3",B6,PSA,"A4,B6,C4",0,0,0,0.333
AhmadG2,49,"1,4,6,3",B6,GA-Expert,"A7,B6,C2,C4",0,0,0,0.25
AhmadG2,49,"1,4,6,3",B6,GA-Original,"B6,C2,C4",0,0,1,0.333
AhmadG2,49,"1,4,6,3",B6,Random,"A7,C2",0,0,0,0.0
AhmadG3,5,"6,1,2",A1,TLE,A1,1,1,1,1.0
AhmadG3,5,"6,1,2",A1,TLA-S,A1,1,1,1,1.0
AhmadG3,5,"6,1,2",A1,LOOK,A1,1,1,1,1.0
AhmadG3,5,"6,1,2",A1,LOOK-no-enum,A1,1,1,1,1.0
AhmadG3,5,"6,1,2",A1,LOOK-no-LA,A1,1,1,1,1.0
AhmadG3,5,"6,1,2",A1,PSA,A1,1,1,1,1.0
AhmadG3,5,"6,1,2",A1,GA-Expert,A1,1,1,1,1.0
AhmadG3,5,"6,1,2",A1,GA-Original,A1,1,1,1,1.0
AhmadG3,5,"6,1,2",A1,Random,A1,1,1,1,1.0
AhmadG3,7,3,C8,TLE,C8,1,1,1,1.0
AhmadG3,7,3,C8,TLA-S,C8,1,1,1,1.0
AhmadG3,7,3,C8,LOOK,C8,1,1,1,1.0
AhmadG3,7,3,C8,LOOK-no-enum,C8,1,1,1,1.0
AhmadG3,7,3,C8,LOOK-no-LA,C8,1,1,1,1.0
AhmadG3,7,3,C8,PSA,C8,1,1,1,1.0
AhmadG3,7,3,C8,GA-Expert,C8,1,1,1,1.0
AhmadG3,7,3,C8,GA-Original,C8,1,1,1,1.0
AhmadG3,7,3,C8,Random,C8,1,1,1,1.0
AhmadG3,9,"6,3",C5,TLE,C5,1,1,1,1.0
AhmadG3,9,"6,3",C5,TLA-S,C5,1,1,1,1.0
AhmadG3,9,"6,3",C5,LOOK,C5,1,1,1,1.0
AhmadG3,9,"6,3",C5,LOOK-no-enum,C5,1,1,1,1.0
AhmadG3,9,"6,3",C5,LOOK-no-LA,C5,1,1,1,1.0
AhmadG3,9,"6,3",C5,PSA,C5,1,1,1,1.0
AhmadG3,9,"6,3",C5,GA-Expert,C5,1,1,1,1.0
AhmadG3,9,"6,3",C5,GA-Original,C5,1,1,1,1.0
AhmadG3,9,"6,3",C5,Random,C5,1,1,1,1.0
AhmadG3,17,"6,1,1,2","A2,A3",TLE,A2,0,0,1,0.5
AhmadG3,17,"6,1,1,2","A2,A3",TLA-S,A2,0,0,1,0.5
AhmadG3,17,"6,1,1,2","A2,A3",LOOK,A2,0,0,1,0.5
AhmadG3,17,"6,1,1,2","A2,A3",LOOK-no-enum,A2,0,0,1,0.5
AhmadG3,17,"6,1,1,2","A2,A3",LOOK-no-LA,A2,0,0,1,0.5
AhmadG3,17,"6,1,1,2","A2,A3",PSA,A2,0,0,1,0.5
AhmadG3,17,"6,1,1,2","A2,A3",GA-Expert,A2,0,0,1,0.5
AhmadG3,17,"6,1,1,2","A2,A3",GA-Original,A2,0,0,1,0.5
AhmadG3,17,"6,1,1,2","A2,A3",Random,A2,0,0,1,0.5
AhmadG3,19,3,A1,TLE,A1,1,1,1,1.0
AhmadG3,19,3,A1,TLA-S,A1,1,1,1,1.0
AhmadG3,19,3,A1,LOOK,A1,1,1,1,1.0
AhmadG3,19,3,A1,LOOK-no-enum,A1,1,1,1,1.0
AhmadG3,19,3,A1,LOOK-no-LA,B7,0,0,0,0.0
AhmadG3,19,3,A1,PSA,B7,0,0,0,0.0
AhmadG3,19,3,A1,GA-Expert,B7,0,0,0,0.0
AhmadG3,19,3,A1,GA-Original,B7,0,0,0,0.0
AhmadG3,19,3,A1,Random,A1,1,1,1,1.0
AhmadG3,21,2,B3,TLE,B3,1,1,1,1.0
AhmadG3,21,2,B3,TLA-S,B3,1,1,1,1.0
AhmadG3,21,2,B3,LOOK,B3,1,1,1,1.0
AhmadG3,21,2,B3,LOOK-no-enum,B3,1,1,1,1.0
AhmadG3,21,2,B3,LOOK-no-LA,B7,0,0,0,0.0
AhmadG3,21,2,B3,PSA,B3,1,1,1,1.0
AhmadG3,21,2,B3,GA-Expert,B3,1,1,1,1.0
AhmadG3,21,2,B3,GA-Original,B3,1,1,1,1.0
AhmadG3,21,2,B3,Random,B7,0,0,0,0.0
AhmadG3,23,3,B5,TLE,B5,1,1,1,1.0
AhmadG3,23,3,B5,TLA-S,B5,1,1,1,1.0
AhmadG3,23,3,B5,LOOK,B5,1,1,1,1.0
AhmadG3,23,3,B5,LOOK-no-enum,B5,1,1,1,1.0
AhmadG3,23,3,B5,LOOK-no-LA,B5,1,1,1,1.0
AhmadG3,23,3,B5,PSA,B7,0,0,0,0.0
AhmadG3,23,3,B5,GA-Expert,B5,1,1,1,1.0
AhmadG3,23,3,B5,GA-Original,B5,1,1,1,1.0
AhmadG3,23,3,B5,Random,B7,0,0,0,0.0
AhmadG3,25,"1,6,2",B7,TLE,B7,1,1,1,1.0
AhmadG3,25,"1,6,2",B7,TLA-S,B7,1,1,1,1.0
AhmadG3,25,"1,6,2",B7,LOOK,"A4,B7",0,0,0,0.5
AhmadG3,25,"1,6,2",B7,LOOK-no-enum,"A4,B7",0,0,0,0.5
AhmadG3,25,"1,6,2",B7,LOOK-no-LA,B7,1,1,1,1.0
AhmadG3,25,"1,6,2",B7,PSA,B7,1,1,1,1.0
AhmadG3,25,"1,6,2",B7,GA-Expert,B7,1,1,1,1.0
AhmadG3,25,"1,6,2",B7,GA-Original,B7,1,1,1,1.0
AhmadG3,25,"1,6,2",B7,Random,B7,1,1,1,1.0
AhmadG3,27,2,C1,TLE,C1,1,1,1,1.0
AhmadG3,27,2,C1,TLA-S,C1,1,1,1,1.0
AhmadG3,27,2,C1,LOOK,C1,1,1,1,1.0
AhmadG3,27,2,C1,LOOK-no-enum,C1,1,1,1,1.0
AhmadG3,27,2,C1,LOOK-no-LA,C1,1,1,1,1.0
AhmadG3,27,2,C1,PSA,C1,1,1,1,1.0
AhmadG3,27,2,C1,GA-Expert,C1,1,1,1,1.0
AhmadG3,27,2,C1,GA-Original,C1,1,1,1,1.0
AhmadG3,27,2,C1,Random,C1,1,1,1,1.0
AhmadG3,29,"1,1,2","A4,A5,B2",TLE,"A4,B2",0,0,1,0.667
AhmadG3,29,"1,1,2","A4,A5,B2",TLA-S,"A4,B2",0,0,1,0.667
AhmadG3,29,"1,1,2","A4,A5,B2",LOOK,B2,0,0,0,0.333
AhmadG3,29,"1,1,2","A4,A5,B2",LOOK-no-enum,B2,0,0,0,0.333
AhmadG3,29,"1,1,2","A4,A5,B2",LOOK-no-LA,B2,0,0,0,0.333
AhmadG3,29,"1,1,2","A4,A5,B2",PSA,"A4,B2",0,0,1,0.667
AhmadG3,29,"1,1,2","A4,A5,B2",GA-Expert,"A4,B2",0,0,1,0.667
AhmadG3,29,"1,1,2","A4,A5,B2",GA-Original,"A4,B2",0,0,1,0.667
AhmadG3,29,"1,1,2","A4,A5,B2",Random,A4,0,0,1,0.333
AhmadG3,31,"4,1,2","A6,B4",TLE,A6,0,0,1,0.5
AhmadG3,31,"4,1,2","A6,B4",TLA-S,A6,0,0,1,0.5
AhmadG3,31,"4,1,2","A6,B4",LOOK,B4,0,0,0,0.5
AhmadG3,31,"4,1,2","A6,B4",LOOK-no-enum,B4,0,0,0,0.5
AhmadG3,31,"4,1,2","A6,B4",LOOK-no-LA,B4,0,0,0,0.5
AhmadG3,31,"4,1,2","A6,B4",PSA,A6,0,0,1,0.5
AhmadG3,31,"4,1,2","A6,B4",GA-Expert,"A6,B4",1,0,1,1.0
AhmadG3,31,"4,1,2","A6,B4",GA-Original,"A4,A6,B4",0,0,0,0.667
AhmadG3,31,"4,1,2","A6,B4",Random,"A6,B4",1,0,1,1.0
AhmadG3,33,3,A3,TLE,A3,1,1,1,1.0
AhmadG3,33,3,A3,TLA-S,A3,1,1,1,1.0
AhmadG3,33,3,A3,LOOK,A3,1,1,1,1.0
AhmadG3,33,3,A3,LOOK-no-enum,A3,1,1,1,1.0
AhmadG3,33,3,A3,LOOK-no-LA,A3,1,1,1,1.0
AhmadG3,33,3,A3,PSA,A3,1,1,1,1.0
AhmadG3,33,3,A3,GA-Expert,A3,1,1,1,1.0
AhmadG3,33,3,A3,GA-Original,A3,1,1,1,1.0
AhmadG3,33,3,A3,Random,A3,1,1,1,1.0
AhmadG3,35,2,B1,TLE,B1,1,1,1,1.0
AhmadG3,35,2,B1,TLA-S,B1,1,1,1,1.0
AhmadG3,35,2,B1,LOOK,B6,0,0,0,0.0
AhmadG3,35,2,B1,LOOK-no-enum,B6,0,0,0,0.0
AhmadG3,35,2,B1,LOOK-no-LA,B1,1,1,1,1.0
AhmadG3,35,2,B1,PSA,B1,1,1,1,1.0
AhmadG3,35,2,B1,GA-Expert,B6,0,0,0,0.0
AhmadG3,35,2,B1,GA-Original,B1,1,1,1,1.0
AhmadG3,35,2,B1,Random,B6,0,0,0,0.0
AhmadG3,37,"1,3",B3,TLE,"A7,B3",0,0,0,0.5
AhmadG3,37,"1,3",B3,TLA-S,"A7,B3",0,0,0,0.5
AhmadG3,37,"1,3",B3,LOOK,"B3,B6",0,0,1,0.5
AhmadG3,37,"1,3",B3,LOOK-no-enum,B3,1,1,1,1.0
AhmadG3,37,"1,3",B3,LOOK-no-LA,"B3,B6",0,0,1,0.5
AhmadG3,37,"1,3",B3,PSA,"A7,B6",0,0,0,0.0
AhmadG3,37,"1,3",B3,GA-Expert,"B3,B6",0,0,1,0.5
AhmadG3,37,"1,3",B3,GA-Original,"B3,B6",0,0,1,0.5
AhmadG3,37,"1,3",B3,Random,B6,0,0,0,0.0
AhmadG3,39,"1,1,1,3","A4,A7",TLE,"A1,A7",0,0,0,0.333
AhmadG3,39,"1,1,1,3","A4,A7",TLA-S,"A1,A7",0,0,0,0.333
AhmadG3,39,"1,1,1,3","A4,A7",LOOK,"A4,B7",0,0,1,0.333
AhmadG3,39,"1,1,1,3","A4,A7",LOOK-no-enum,"A1,A4",0,0,0,0.333
AhmadG3,39,"1,1,1,3","A4,A7",LOOK-no-LA,"A4,B7",0,0,1,0.333
AhmadG3,39,"1,1,1,3","A4,A7",PSA,A1,0,0,0,0.0
AhmadG3,39,"1,1,1,3","A4,A7",GA-Expert,"A1,A4",0,0,0,0.333
AhmadG3,39,"1,1,1,3","A4,A7",GA-Original,"A4,A7",1,1,1,1.0
AhmadG3,39,"1,1,1,3","A4,A7",Random,"A1,A4,B6",0,0,0,0.25
AhmadG3,41,2,B7,TLE,B7,1,1,1,1.0
AhmadG3,41,2,B7,TLA-S,B7,1,1,1,1.0
AhmadG3,41,2,B7,LOOK,B7,1,1,1,1.0
AhmadG3,41,2,B7,LOOK-no-enum,B7,1,1,1,1.0
AhmadG3,41,2,B7,LOOK-no-LA,B7,1,1,1,1.0
AhmadG3,41,2,B7,PSA,B7,1,1,1,1.0
AhmadG3,41,2,B7,GA-Expert,B7,1,1,1,1.0
AhmadG3,41,2,B7,GA-Original,B7,1,1,1,1.0
AhmadG3,41,2,B7,Random,A1,0,0,0,0.0
AhmadG3,43,3,B2,TLE,B2,1,1,1,1.0
AhmadG3,43,3,B2,TLA-S,B2,1,1,1,1.0
AhmadG3,43,3,B2,LOOK,B2,1,1,1,1.0
AhmadG3,43,3,B2,LOOK-no-enum,B2,1,1,1,1.0
AhmadG3,43,3,B2,LOOK-no-LA,B2,1,1,1,1.0
AhmadG3,43,3,B2,PSA,B2,1,1,1,1.0
AhmadG3,43,3,B2,GA-Expert,B2,1,1,1,1.0
AhmadG3,43,3,B2,GA-Original,B2,1,1,1,1.0
AhmadG3,43,3,B2,Random,A1,0,0,0,0.0
AhmadG3,45,2,A6,TLE,B6,0,0,0,0.0
AhmadG3,45,2,A6,TLA-S,B6,0,0,0,0.0
AhmadG3,45,2,A6,LOOK,B6,0,0,0,0.0
AhmadG3,45,2,A6,LOOK-no-enum,B6,0,0,0,0.0
AhmadG3,45,2,A6,LOOK-no-LA,B6,0,0,0,0.0
AhmadG3,45,2,A6,PSA,A6,1,1,1,1.0
AhmadG3,45,2,A6,GA-Expert,B5,0,0,0,0.0
AhmadG3,45,2,A6,GA-Original,B5,0,0,0,0.0
AhmadG3,45,2,A6,Random,B5,0,0,0,0.0
AhmadG3,47,2,A4,TLE,A4,1,1,1,1.0
AhmadG3,47,2,A4,TLA-S,A4,1,1,1,1.0
AhmadG3,47,2,A4,LOOK,A4,1,1,1,1.0
AhmadG3,47,2,A4,LOOK-no-enum,A4,1,1,1,1.0
AhmadG3,47,2,A4,LOOK-no-LA,B6,0,0,0,0.0
AhmadG3,47,2,A4,PSA,A4,1,1,1,1.0
AhmadG3,47,2,A4,GA-Expert,B6,0,0,0,0.0
AhmadG3,47,2,A4,GA-Original,B6,0,0,0,0.0
AhmadG3,47,2,A4,Random,B6,0,0,0,0.0
AhmadG3,49,3,A1,TLE,A2,0,0,0,0.0
AhmadG3,49,3,A1,TLA-S,A2,0,0,0,0.0
AhmadG3,49,3,A1,LOOK,B6,0,0,0,0.0
AhmadG3,49,3,A1,LOOK-no-enum,B6,0,0,0,0.0
AhmadG3,49,3,A1,LOOK-no-LA,B6,0,0,0,0.0
AhmadG3,49,3,A1,PSA,B6,0,0,0,0.0
AhmadG3,49,3,A1,GA-Expert,B6,0,0,0,0.0
AhmadG3,49,3,A1,GA-Original,B6,0,0,0,0.0
AhmadG3,49,3,A1,Random,A2,0,0,0,0.0
AhmadG3,51,2,B3,TLE,B3,1,1,1,1.0
AhmadG3,51,2,B3,TLA-S,B3,1,1,1,1.0
AhmadG3,51,2,B3,LOOK,B6,0,0,0,0.0
AhmadG3,51,2,B3,LOOK-no-enum,B6,0,0,0,0.0
AhmadG3,51,2,B3,LOOK-no-LA,B3,1,1,1,1.0
AhmadG3,51,2,B3,PSA,B3,1,1,1,1.0
AhmadG3,51,2,B3,GA-Expert,A2,0,0,0,0.0
AhmadG3,51,2,B3,GA-Original,B3,1,1,1,1.0
AhmadG3,51,2,B3,Random,B6,0,0,0,0.0
AhmadG3,53,2,B5,TLE,B6,0,0,0,0.0
AhmadG3,53,2,B5,TLA-S,B6,0,0,0,0.0
AhmadG3,53,2,B5,LOOK,B6,0,0,0,0.0
AhmadG3,53,2,B5,LOOK-no-enum,B5,1,1,1,1.0
AhmadG3,53,2,B5,LOOK-no-LA,B6,0,0,0,0.0
AhmadG3,53,2,B5,PSA,B6,0,0,0,0.0
AhmadG3,53,2,B5,GA-Expert,B6,0,0,0,0.0
AhmadG3,53,2,B5,GA-Original,B6,0,0,0,0.0
AhmadG3,53,2,B5,Random,A2,0,0,0,0.0
AhmadG3,55,2,B6,TLE,B6,1,1,1,1.0
AhmadG3,55,2,B6,TLA-S,B6,1,1,1,1.0
AhmadG3,55,2,B6,LOOK,B6,1,1,1,1.0
AhmadG3,55,2,B6,LOOK-no-enum,B6,1,1,1,1.0
AhmadG3,55,2,B6,LOOK-no-LA,B7,0,0,0,0.0
AhmadG3,55,2,B6,PSA,B6,1,1,1,1.0
AhmadG3,55,2,B6,GA-Expert,B6,1,1,1,1.0
AhmadG3,55,2,B6,GA-Original,B6,1,1,1,1.0
AhmadG3,55,2,B6,Random,A2,0,0,0,0.0
AhmadG3,57,2,B8,TLE,B8,1,1,1,1.0
AhmadG3,57,2,B8,TLA-S,B8,1,1,1,1.0
AhmadG3,57,2,B8,LOOK,B8,1,1,1,1.0
AhmadG3,57,2,B8,LOOK-no-enum,B8,1,1,1,1.0
AhmadG3,57,2,B8,LOOK-no-LA,B8,1,1,1,1.0
AhmadG3,57,2,B8,PSA,B7,0,0,0,0.0
AhmadG3,57,2,B8,GA-Expert,B8,1,1,1,1.0
AhmadG3,57,2,B8,GA-Original,B8,1,1,1,1.0
AhmadG3,57,2,B8,Random,B8,1,1,1,1.0
AhmadG3,59,2,C7,TLE,C7,1,1,1,1.0
AhmadG3,59,2,C7,TLA-S,C7,1,1,1,1.0
AhmadG3,59,2,C7,LOOK,C7,1,1,1,1.0
AhmadG3,59,2,C7,LOOK-no-enum,C7,1,1,1,1.0
AhmadG3,59,2,C7,LOOK-no-LA,C7,1,1,1,1.0
AhmadG3,59,2,C7,PSA,C7,1,1,1,1.0
AhmadG3,59,2,C7,GA-Expert,C7,1,1,1,1.0
AhmadG3,59,2,C7,GA-Original,B7,0,0,0,0.0
AhmadG3,59,2,C7,Random,A2,0,0,0,0.0
AhmadG3,61,2,C5,TLE,C5,1,1,1,1.0
AhmadG3,61,2,C5,TLA-S,C5,1,1,1,1.0
AhmadG3,61,2,C5,LOOK,C5,1,1,1,1.0
AhmadG3,61,2,C5,LOOK-no-enum,C5,1,1,1,1.0
AhmadG3,61,2,C5,LOOK-no-LA,C5,1,1,1,1.0
AhmadG3,61,2,C5,PSA,C5,1,1,1,1.0
AhmadG3,61,2,C5,GA-Expert,C5,1,1,1,1.0
AhmadG3,61,2,C5,GA-Original,B7,0,0,0,0.0
AhmadG3,61,2,C5,Random,B7,0,0,0,0.0
AhmadG3,63,"4,1,3",C3,TLE,"A2,C3",0,0,0,0.5
AhmadG3,63,"4,1,3",C3,TLA-S,"A2,C3",0,0,0,0.5
AhmadG3,63,"4,1,3",C3,LOOK,"A2,C3",0,0,0,0.5
AhmadG3,63,"4,1,3",C3,LOOK-no-enum,"A2,B7,C3",0,0,0,0.333
AhmadG3,63,"4,1,3",C3,LOOK-no-LA,"A2,C3",0,0,0,0.5
AhmadG3,63,"4,1,3",C3,PSA,"A2,B7,C3",0,0,0,0.333
AhmadG3,63,"4,1,3",C3,GA-Expert,"A2,C3",0,0,0,0.5
AhmadG3,63,"4,1,3",C3,GA-Original,"A2,C3",0,0,0,0.5
AhmadG3,63,"4,1,3",C3,Random,"A2,C3",0,0,0,0.5
AhmadG3,65,"1,2","A2,B6",TLE,"B6,B7",0,0,0,0.333
AhmadG3,65,"1,2","A2,B6",TLA-S,"A2,B6",1,1,1,1.0
AhmadG3,65,"1,2","A2,B6",LOOK,"A2,B6",1,1,1,1.0
AhmadG3,65,"1,2","A2,B6",LOOK-no-enum,"A2,B6",1,1,1,1.0
AhmadG3,65,"1,2","A2,B6",LOOK-no-LA,"A2,B6",1,1,1,1.0
AhmadG3,65,"1,2","A2,B6",PSA,"A2,B6",1,1,1,1.0
AhmadG3,65,"1,2","A2,B6",GA-Expert,"A2,B6",1,1,1,1.0
AhmadG3,65,"1,2","A2,B6",GA-Original,"A2,B6",1,1,1,1.0
AhmadG3,65,"1,2","A2,B6",Random,"A2,B6",1,0,1,1.0
AhmadG3,67,"1,2","A1,B8",TLE,"A1,B8",1,1,1,1.0
AhmadG3,67,"1,2","A1,B8",TLA-S,"A1,B8",1,1,1,1.0
AhmadG3,67,"1,2","A1,B8",LOOK,"A1,B8",1,1,1,1.0
AhmadG3,67,"1,2","A1,B8",LOOK-no-enum,"A1,B8",1,1,1,1.0
AhmadG3,67,"1,2","A1,B8",LOOK-no-LA,"A1,B8",1,1,1,1.0
AhmadG3,67,"1,2","A1,B8",PSA,"A1,B8",1,1,1,1.0
AhmadG3,67,"1,2","A1,B8",GA-Expert,A1,0,0,1,0.5
AhmadG3,67,"1,2","A1,B8",GA-Original,"A1,B8",1,1,1,1.0
AhmadG3,67,"1,2","A1,B8",Random,A1,0,0,1,0.5
